0	4.805904e-01
1	5.587769e-01
4	4.049450e-01
5	1.020745e-02
6	1.656221e+01
17	1.482473e+00
18	2.140562e+00
22	3.988622e-01
25	2.974245e+01
68	5.438304e-03
70	1.171947e+01
72	1.418470e+01
73	7.604444e+00
80	3.388466e-01
81	1.372704e-02
82	5.080905e+00
86	5.949943e-01
88	4.862090e+01
89	1.316938e+01
90	9.339732e+01
96	1.186912e+00
97	1.060526e-02
98	1.475038e+01
100	2.108380e-01
102	1.758887e+01
104	5.785969e-01
105	2.889438e-01
106	4.015562e-01
320	6.750770e-02
321	2.284768e-02
322	2.136452e+00
328	3.154406e+01
329	8.825367e+00
330	1.941971e+01
338	4.440889e-01
345	2.600336e+00
346	1.483163e+01
354	7.117047e+00
358	6.159878e-01
362	5.691553e+00
384	4.480653e-01
385	1.192663e+01
386	7.404233e-02
388	3.620466e-01
389	1.901174e-01
390	5.418370e-01
393	7.013063e+01
401	1.247507e+00
409	7.806316e+00
417	1.787765e+01
421	1.378010e+01
1040	2.140895e+00
1041	1.536555e+00
1042	9.209922e+00
1044	4.605603e-02
1046	9.618356e-01
1048	1.761332e+01
1049	2.085925e+01
1050	2.636051e+00
1056	1.436613e+00
1057	1.740893e+00
1060	1.240110e+01
1061	6.315263e-01
1062	1.834725e+01
1065	2.026630e+00
1112	1.247591e+01
1113	5.557589e+00
1114	1.716296e+01
1126	1.731333e+01
1176	1.537179e+00
1177	1.912480e+01
1188	3.748264e+01
1189	2.603517e+01
1281	4.582334e-01
1282	6.551671e-01
1286	2.139982e-01
1288	3.813631e+00
1289	1.621891e+01
1290	5.715260e-01
1298	1.102150e-01
1304	3.382871e+00
1305	8.948402e+00
1306	1.158552e+00
1313	3.557694e+00
1314	1.178843e+01
1316	5.762404e+00
1317	1.928733e-01
1318	1.211882e+01
1320	3.852657e+00
1321	2.150508e+01
1322	1.048228e+00
1346	7.861346e-02
1352	2.150986e+00
1353	2.209389e+00
1354	2.436366e+00
1368	1.618676e+00
1369	1.563342e+00
1370	3.411866e+00
1376	4.729781e-01
1378	1.436606e+00
1382	5.372798e-01
1384	2.653251e+00
1385	3.657865e+00
1386	2.703339e+00
1409	8.888564e+00
1410	2.354759e+00
1412	4.172068e+00
1413	4.343782e+00
1414	8.895392e+00
1416	8.461906e+00
1417	1.933966e+01
1424	1.874158e+00
1425	7.179993e+00
1426	7.730105e-01
1432	7.521924e+00
1433	7.813204e+00
1440	4.256552e+01
1441	1.592699e+01
1442	9.041456e+00
1444	3.213421e+01
1445	5.022001e+00
1446	2.188979e+01
1448	7.959187e+00
1449	1.030208e+01
1450	1.512489e+00
1537	6.636640e-01
1541	3.062119e-01
1542	4.086958e+01
1544	3.711813e-02
1545	2.217994e+00
1553	1.348024e+01
1554	1.737623e+01
1557	4.565870e-01
1558	2.175320e+01
1560	2.092200e+01
1561	1.340889e+01
1562	5.304929e+00
1569	8.981737e-02
1570	1.318886e-01
1573	5.138457e-01
1574	7.389633e+00
1606	1.645286e+01
1608	8.183478e-02
1609	2.398264e-01
1610	1.551735e-01
1617	1.470707e+00
1618	7.544862e+00
1620	2.232106e-01
1622	6.861557e+00
1624	2.497047e+01
1625	6.005103e+00
1626	2.055754e+01
1634	1.268332e+00
1636	3.413989e-01
1638	3.953458e+00
1665	1.059314e+01
1668	5.468302e+01
1669	1.041610e+01
1670	4.094514e+01
1673	4.749432e-01
1680	5.649409e+00
1681	1.062980e+01
1682	2.719574e+00
1684	4.007752e+01
1685	6.806236e+00
1686	3.143255e+01
1697	7.103257e+00
1700	2.417493e+01
