1057	3.620738e-02 5.944228e-01 4.132967e-01 6.192721e-01 4.285812e-01 5.078451e-01
1060	2.707942e-01 5.211610e-01 1.127125e+00 5.888225e-01 4.006371e-01 3.938594e-01
1061	1.059330e-01 5.522492e-01 2.257505e-01 2.715699e-01 4.065326e-01 2.986381e-01
1062	4.594236e-02 4.942410e-01 1.648697e+00 1.249955e+00 8.820061e-02 3.480777e-01
1064	6.199184e-02 1.282546e-04 2.937090e-02 2.368786e-04 3.628135e-02 1.544476e-02
1065	1.062187e-01 4.834051e-01 9.699038e-01 1.392338e-01 2.618412e-01 5.426518e-01
1066	5.431383e-02 3.306864e-02 3.511593e-03 1.270878e-05 1.271050e-03 1.117920e-02
1110	6.382077e-02 2.721155e-01 2.953397e-01 2.289082e-01 1.944824e-01 3.301095e-01
1112	6.159751e-02 7.562167e-01 3.388261e-01 1.256650e+00 3.780130e-01 9.018406e-01
1113	3.157004e-02 4.815179e-01 9.274642e-01 4.601809e-01 3.715578e-01 8.014143e-01
1114	7.329624e-02 5.983871e-01 4.743732e-01 1.210917e+00 6.558208e-01 8.611417e-01
1124	3.815654e-02 2.418345e-01 2.742790e-01 2.393807e-01 1.720915e-01 7.526144e-02
1126	1.710348e-01 4.152389e-01 6.567271e-01 8.989130e-01 3.849714e-01 7.565134e-01
1129	1.000000e-05 1.809106e-01 1.000000e-05 6.102768e-02 9.279245e-02 1.000000e-05
1176	1.975337e-01 3.889842e-01 7.545922e-01 2.495528e-01 9.668778e-01 4.669941e-03
1177	1.413832e-01 6.910373e-01 1.018959e+00 3.551104e-01 1.363104e+00 4.602353e-01
1188	1.271281e-02 4.490318e-01 1.150906e+00 1.368867e+00 4.755549e-01 1.114862e+00
1189	7.833919e-03 5.868883e-01 1.238855e+00 1.396911e+00 1.344770e-01 5.543179e-01
1281	3.946480e-02 3.693848e-01 3.518405e-01 2.425429e-01 3.028723e-01 3.673264e-01
1282	1.537668e-01 4.705911e-01 4.823782e-01 3.387583e-01 3.238119e-01 4.326689e-01
1284	4.290775e-02 4.245495e-02 5.013512e-02 4.187454e-02 3.732898e-02 7.372958e-02
1286	4.525970e-02 2.925271e-01 3.597806e-01 3.490804e-01 5.373827e-01 1.499852e-01
1288	3.233343e-02 5.856530e-01 5.323870e-01 6.895651e-01 5.883532e-01 5.267552e-01
1289	3.655097e-02 6.587678e-01 8.140355e-01 1.210926e+00 6.268254e-02 1.001296e+00
1290	9.692522e-02 4.804681e-01 2.728133e-01 2.882837e-01 3.571236e-01 4.970887e-01
1297	4.644607e-02 1.558209e-02 2.782243e-02 7.644774e-03 2.505887e-02 3.958521e-02
1298	4.975313e-02 3.760296e-02 2.586000e-02 3.693145e-02 2.496721e-02 5.006083e-02
1304	1.239810e-01 4.010315e-01 6.214433e-01 5.443310e-01 5.128020e-01 6.006175e-01
1305	1.000000e-05 4.533081e-01 7.550175e-01 7.817775e-01 5.993563e-01 7.325876e-01
1306	2.288597e-02 5.701081e-01 2.733462e-01 2.963120e-01 4.335843e-01 5.598277e-01
1313	1.605310e-01 6.150564e-01 8.087856e-01 7.440275e-01 3.962190e-01 3.099612e-01
1314	1.576819e-01 6.303697e-01 1.211637e+00 1.569218e-01 4.597497e-01 8.692104e-01
1316	4.079712e-02 3.871333e-01 5.687712e-01 4.625754e-01 3.120012e-01 5.220309e-01
1317	2.175570e-02 4.115135e-01 4.627803e-01 1.463136e-01 1.576794e-01 1.454239e-01
1318	2.798266e-01 3.041242e-01 8.851125e-01 9.696065e-01 3.963818e-01 9.731191e-01
1320	2.384116e-01 4.743741e-01 5.019355e-01 4.324209e-01 7.481794e-01 5.406372e-01
1321	6.968443e-02 7.202837e-01 8.955149e-01 1.043042e+00 6.214234e-01 7.368676e-01
1322	7.225533e-02 6.243121e-01 2.267411e-01 2.730211e-01 5.971448e-01 4.619396e-01
1346	1.000000e-05 5.875695e-03 1.000000e-05 1.000000e-05 3.295907e-02 1.000000e-05
1352	7.954748e-02 7.619217e-01 3.863355e-01 4.195808e-01 4.101301e-01 4.876909e-01
1353	4.476017e-02 6.824431e-01 4.983847e-01 5.314553e-01 2.465350e-01 5.042087e-01
1354	2.480458e-01 7.348604e-01 5.755983e-01 2.658428e-01 4.770160e-01 5.260416e-01
1362	3.143854e-02 3.803592e-02 3.798773e-02 3.803281e-02 4.431928e-02 6.004711e-02
1368	5.257876e-02 5.183129e-01 3.121496e-01 4.343239e-01 1.676164e-01 8.251277e-01
1369	1.225662e-01 6.134761e-01 3.786244e-01 1.000000e-05 5.051861e-01 5.305901e-01
1370	3.375595e-01 5.431328e-01 4.044888e-01 4.170811e-01 4.220391e-01 5.877513e-01
1376	4.009356e-02 5.983915e-01 4.094839e-01 3.431616e-01 3.791206e-01 1.455316e-01
1377	5.061321e-02 5.594178e-01 3.168967e-01 3.348225e-01 3.737595e-01 2.440001e-01
1378	9.215178e-02 6.368801e-01 7.345595e-01 9.139106e-02 3.663823e-01 6.446691e-01
1382	2.766158e-02 5.733434e-01 4.919074e-01 3.038819e-01 1.087971e-01 6.267300e-01
1384	3.376473e-01 5.903695e-01 2.413654e-01 7.851596e-02 7.125193e-01 7.020881e-01
1385	3.917765e-01 8.389356e-01 5.046272e-01 2.665785e-01 6.407636e-01 4.254113e-01
1386	3.390032e-01 5.015334e-01 6.206869e-01 1.459274e-01 8.728428e-01 5.021395e-01
1409	1.000000e-05 1.691627e-01 1.171369e+00 7.058802e-01 7.165190e-02 9.652140e-01
1410	1.108640e-01 6.603997e-01 4.501986e-01 4.211473e-01 4.615405e-01 5.773687e-01
1412	4.037086e-02 4.390329e-01 4.958244e-01 8.301759e-01 1.068953e-01 8.807534e-01
1413	8.291946e-02 2.307360e-01 1.177986e+00 1.000000e-05 3.834201e-01 6.019699e-01
1414	1.000000e-05 5.507696e-01 9.462115e-01 5.239762e-01 7.139869e-01 5.003887e-01
1416	2.092337e-01 6.436758e-01 1.075543e+00 1.949838e-01 4.949592e-01 6.530886e-01
1417	3.646995e-02 3.440412e-01 5.774111e-01 8.349207e-01 9.251025e-01 1.243957e+00
1418	5.936323e-02 8.017354e-01 2.652461e-01 1.728725e-01 2.145101e-01 7.697631e-01
1424	2.178960e-02 5.305399e-01 8.144634e-01 2.015807e-01 3.655690e-01 5.690886e-01
1425	4.013110e-02 1.196799e-01 1.475701e+00 7.115855e-03 6.847267e-01 7.066549e-01
1426	3.906913e-02 8.414561e-01 2.650095e-01 1.439174e-01 2.372948e-01 4.471828e-01
1428	2.829575e-02 8.410202e-01 7.844329e-01 3.811980e-02 5.102072e-02 6.348193e-01
1429	1.203699e-01 6.163908e-02 1.014254e+00 1.363384e-02 3.581631e-02 1.001981e+00
1430	2.005360e-01 8.993765e-01 4.820009e-01 1.519769e-02 4.850053e-01 5.065922e-01
1432	1.462689e-01 5.701826e-01 1.076877e+00 2.007994e-01 6.438493e-01 5.522627e-01
1433	3.536249e-02 4.752867e-01 5.882015e-01 4.039773e-01 1.141283e+00 9.741971e-01
1434	2.528038e-02 8.997395e-01 7.739735e-01 6.313646e-02 1.118626e-01 4.768701e-01
1440	5.371885e-01 4.106256e-01 1.090276e+00 7.036826e-01 8.305203e-01 8.304334e-01
1441	5.739707e-04 7.287304e-01 1.115326e+00 8.957005e-01 3.544919e-01 8.056042e-01
1442	3.561729e-01 4.965984e-01 7.877004e-01 5.218970e-01 4.056774e-01 9.037317e-01
1444	2.997695e-02 4.970984e-01 1.094810e+00 9.401684e-01 5.393485e-01 1.163869e+00
1445	3.079852e-02 2.442026e-01 7.204663e-01 5.860104e-01 4.631547e-01 1.073052e+00
1446	2.019934e-01 5.135130e-01 7.609764e-01 6.726296e-01 9.861163e-01 9.987485e-01
1448	1.699050e-01 5.493873e-01 8.840659e-01 4.763685e-01 2.352402e-01 7.247264e-01
1449	2.051882e-01 1.230486e-01 3.942346e-01 1.425356e+00 6.982758e-01 1.107201e+00
1450	4.160929e-02 9.349064e-01 4.890882e-01 2.119050e-01 2.197313e-01 4.049937e-01
1537	2.113140e-02 3.232324e-01 3.536706e-01 5.325459e-01 3.709000e-01 4.717269e-01
1541	1.097158e-01 4.000017e-01 1.622249e-01 3.522496e-01 3.038742e-01 6.465969e-01
1542	1.000000e-05 4.339809e-01 1.261593e+00 1.164717e+00 2.219525e-01 9.242704e-01
1544	1.000000e-05 4.663351e-04 2.121161e-02 4.876439e-04 4.773791e-04 9.487709e-03
1545	2.308834e-02 5.439860e-01 1.208774e+00 1.800328e-01 5.898258e-02 4.578779e-01
1546	2.790526e-02 3.045159e-02 4.463914e-02 2.821402e-02 2.946612e-02 3.882757e-02
1553	3.038690e-02 5.229374e-01 8.371280e-01 8.577485e-01 1.155405e-01 1.035277e+00
1554	2.126119e-01 3.245028e-01 7.326799e-01 1.241993e+00 3.884779e-01 1.004653e+00
1557	8.379714e-02 5.099919e-01 2.011866e-01 2.060544e-01 2.639733e-01 3.946518e-01
1558	1.000000e-05 4.475696e-01 1.092712e+00 1.247235e+00 3.788810e-01 6.974787e-01
1560	3.861023e-02 2.972800e-01 9.303988e-01 1.247478e+00 3.517008e-01 6.894631e-01
1561	1.305506e-01 3.731630e-01 9.283602e-01 7.817817e-01 4.783459e-01 9.966063e-01
1562	2.327785e-01 3.022162e-01 9.075517e-01 6.944595e-01 4.082964e-01 3.639327e-01
1569	5.655191e-02 1.162381e-01 1.072942e-01 1.237583e-01 1.517616e-01 1.180523e-01
1570	3.805348e-02 1.997519e-01 1.540116e-01 1.428859e-01 1.287825e-01 2.585450e-01
1573	1.181112e-01 4.566544e-01 1.493750e-01 1.408197e-01 2.837494e-01 3.835186e-01
1574	2.553999e-02 6.549823e-01 7.482188e-01 8.935208e-01 5.407870e-01 5.069826e-01
1577	4.359213e-02 1.670175e-01 3.297137e-01 1.980931e-01 1.435599e-01 1.724507e-01
1601	4.305176e-02 5.911773e-02 5.854552e-02 7.019121e-02 9.629038e-02 6.365148e-02
1604	1.317977e-02 2.003205e-01 1.242478e-01 1.909233e-01 3.335275e-01 3.221358e-01
1606	5.584733e-02 2.709614e-01 5.477750e-01 1.445677e+00 7.040188e-01 6.325871e-01
1608	4.195718e-02 1.912952e-01 1.358739e-01 1.146875e-01 7.954507e-02 1.910670e-01
1609	4.497220e-02 3.489875e-01 1.144899e-01 5.832352e-02 3.025598e-01 1.972569e-01
1610	3.073058e-02 1.921836e-01 1.199635e-01 1.635491e-01 1.866118e-01 2.452250e-01
1617	5.473268e-02 5.288274e-01 6.516950e-01 1.091556e-01 2.272194e-01 5.363358e-01
1618	1.000000e-05 4.592890e-01 4.039871e-01 1.139681e+00 4.455153e-01 7.277360e-01
1620	4.325772e-02 3.896863e-01 2.169627e-01 2.262496e-01 3.167041e-01 2.628610e-01
1622	1.027295e-01 3.041433e-01 8.221160e-01 7.904198e-01 3.658505e-01 9.760419e-01
1624	5.212379e-04 2.992878e-01 6.683945e-01 1.399911e+00 2.495006e-01 1.115629e+00
1625	1.620373e-03 4.682613e-01 5.330384e-01 9.517148e-01 4.250140e-01 8.296938e-01
1626	8.048411e-02 2.789718e-02 1.831980e-01 1.769156e+00 4.045113e-01 1.214619e+00
1632	4.244353e-02 8.133779e-02 5.652321e-02 7.876311e-02 1.108343e-01 5.763805e-02
1634	7.332194e-03 4.060016e-01 3.838773e-01 3.695745e-01 5.760053e-01 3.313889e-01
1636	1.000000e-05 4.201567e-01 1.229667e-01 1.789648e-01 4.786554e-01 2.388477e-01
1638	1.356868e-01 4.401734e-01 2.169644e-01 1.021879e+00 4.696217e-01 7.848411e-01
1665	8.118319e-02 5.762888e-01 1.663372e+00 4.223691e-01 3.809774e-01 5.644628e-01
1668	3.611507e-02 5.307142e-01 1.495168e+00 1.412472e+00 5.721827e-01 7.130184e-01
1669	1.075802e-02 5.174446e-01 8.445763e-01 1.055213e+00 5.192457e-01 6.956684e-01
1670	5.014206e-02 4.081333e-01 1.252593e+00 1.150231e+00 5.580902e-01 9.759261e-01
1672	1.000000e-05 4.168837e-03 3.353998e-02 6.255331e-03 1.255377e-03 4.339081e-03
1673	4.923890e-02 5.688917e-01 5.182866e-01 3.925091e-01 9.584646e-02 4.042230e-01
1680	2.360955e-01 3.729270e-01 3.362662e-01 1.108488e+00 5.273057e-01 7.793833e-01
1681	6.649987e-04 8.560637e-01 1.175820e+00 4.404083e-01 2.192225e-01 8.797254e-01
1682	1.795387e-01 1.919338e-01 4.703999e-01 9.482976e-01 6.117953e-01 5.309333e-01
1684	2.814798e-02 5.923541e-01 1.682346e+00 1.248360e+00 3.189695e-01 7.130248e-01
1685	4.195968e-02 7.347561e-01 8.715990e-01 5.147260e-01 4.114936e-01 7.391264e-01
1686	1.615948e-02 3.226342e-01 6.569809e-01 1.633809e+00 9.693245e-01 8.759293e-01
1688	3.976897e-02 3.268382e-01 3.899622e-01 1.957506e-01 1.425123e-01 4.150483e-01
1689	2.737370e-02 7.112871e-01 1.486956e-01 7.705685e-01 6.645613e-01 6.053025e-01
1697	1.202157e-01 5.457860e-01 1.200511e+00 6.048904e-01 4.161807e-01 4.804905e-01
1698	6.222700e-02 3.997361e-03 7.673781e-03 2.971012e-02 6.775615e-05 1.969769e-02
1700	2.499768e-02 5.790372e-01 1.073094e+00 1.186462e+00 4.258173e-01 8.030459e-01
1701	4.654660e-02 7.137423e-01 8.943065e-01 8.832231e-01 4.437043e-01 7.568940e-01
1702	1.105440e-01 2.683396e-01 6.906737e-01 6.660387e-01 3.573154e-01 1.011639e+00
1705	1.000000e-05 6.480712e-01 6.915950e-01 1.304361e-01 4.052824e-03 7.514958e-01
4424	2.047800e-02 3.008830e-01 4.247853e-01 5.935206e-01 4.019132e-01 3.865307e-01
4425	1.000000e-05 3.772236e-01 3.018522e-01 3.264063e-01 2.939636e-01 4.943755e-01
4426	1.141436e-01 3.086062e-01 3.919202e-01 2.141600e-01 5.798636e-01 4.298486e-01
4441	6.008691e-02 6.781589e-01 7.990873e-02 8.195017e-02 3.685085e-01 3.162236e-01
4442	1.689400e-01 3.641140e-01 4.504696e-01 2.604640e-01 5.014798e-01 4.277016e-01
4454	3.076786e-02 2.687014e-01 1.803220e-01 3.958854e-02 3.633777e-02 3.637094e-02
4458	2.326529e-01 4.998567e-01 4.854658e-01 1.089473e-01 8.255425e-01 2.698119e-01
4488	2.653598e-02 1.511378e-01 3.133892e-01 2.413873e-01 1.973235e-01 5.647966e-01
4489	3.405739e-02 4.525888e-02 6.881149e-01 1.495700e+00 2.946242e-01 1.358337e+00
4497	5.181618e-02 5.138528e-01 7.044615e-01 4.731569e-01 1.551319e-01 6.532547e-01
4504	9.779114e-02 3.161778e-01 2.170544e-01 2.002887e-01 3.783643e-01 4.057380e-01
4505	2.562407e-02 2.930237e-01 5.706249e-01 9.304349e-01 3.295727e-01 1.097144e+00
4513	4.904739e-01 4.267048e-01 6.220162e-01 1.051660e+00 5.442676e-01 8.454113e-01
4514	2.411514e-02 6.832362e-01 6.000291e-01 8.343279e-02 1.144782e-01 7.628730e-01
4516	1.000000e-05 4.950912e-01 1.149640e+00 1.472713e+00 4.851400e-01 6.912952e-01
4517	5.435306e-02 3.576752e-01 6.557938e-01 7.954663e-01 2.862347e-01 7.355747e-01
4518	7.069896e-02 5.114046e-01 4.180228e-01 1.348488e+00 6.077543e-01 6.901198e-01
4521	4.620428e-02 4.358620e-02 5.900454e-01 1.397648e+00 6.155848e-01 1.075068e+00
4522	3.753460e-02 6.186741e-02 1.065920e-01 1.719931e-01 1.309414e-01 1.207695e-01
4740	8.728392e-03 7.459549e-01 1.348674e+00 1.359227e+00 1.298163e+00 7.038334e-01
4741	1.892316e-02 6.592023e-01 1.016845e+00 1.699594e+00 1.437884e+00 3.114750e-01
4753	1.594526e-04 2.742913e-01 1.519948e+00 1.316123e+00 9.302872e-01 7.279439e-01
4754	1.000000e-05 6.359234e-01 1.066543e+00 1.121978e+00 4.559266e-01 6.054970e-01
4757	3.220583e-04 7.486210e-01 7.116076e-01 1.252677e+00 1.035476e+00 5.290126e-01
4758	2.264914e-03 3.770909e-01 1.235135e+00 1.362539e+00 1.342131e+00 3.508597e-01
4761	2.287568e-02 6.055859e-01 8.585534e-01 1.234462e+00 1.379689e+00 7.622779e-01
4762	1.809370e-02 4.218081e-01 4.020657e-01 1.343422e+00 4.969019e-01 5.509412e-01
4770	5.713589e-02 4.311707e-01 2.475114e-02 2.458169e-01 2.873520e-02 5.864878e-01
4774	1.000000e-05 1.038130e+00 8.405216e-01 1.066847e+00 9.426295e-01 2.147307e-01
5401	1.187474e-01 2.891507e-01 8.527730e-01 3.478871e-03 2.973056e-01 8.258252e-01
5402	1.000000e-05 2.867254e-02 8.651112e-03 5.166068e-02 5.584405e-02 3.182498e-02
5409	3.129000e-02 3.027671e-01 4.299735e-01 1.916158e-01 4.471932e-01 1.791187e-01
5410	6.021572e-03 6.667109e-01 8.587901e-01 1.850896e-01 3.243983e-02 3.145840e-01
5414	2.913310e-02 6.329527e-01 4.257674e-01 3.183156e-01 2.360699e-01 4.522844e-01
5417	1.059437e-01 7.339870e-01 6.008456e-01 2.818475e-01 6.414130e-01 4.653333e-01
5418	4.204277e-02 2.724481e-02 1.540088e-02 7.454543e-03 1.551740e-02 1.223018e-02
5465	7.136407e-02 1.052491e+00 8.006271e-02 1.083240e-01 3.560599e-01 3.028158e-01
5466	3.356608e-02 3.581425e-01 5.788183e-03 1.075515e-01 3.058435e-01 4.037619e-01
5478	6.674684e-02 1.907420e-03 3.087123e-04 1.611457e-02 1.421903e-02 2.131195e-04
5480	6.586061e-02 3.852412e-01 1.692741e-01 1.579984e-01 2.106158e-02 3.667055e-01
5481	3.783731e-02 4.325566e-01 3.014787e-01 1.441963e-01 3.590190e-01 3.679712e-01
5482	4.245580e-02 5.410876e-01 7.223376e-02 1.020265e-01 3.239853e-01 2.230730e-01
5528	5.345426e-02 3.403260e-01 3.497106e-01 2.306315e-01 2.993905e-01 2.041360e-01
5529	1.127112e-01 4.622300e-01 3.106273e-01 8.569307e-01 4.107248e-01 9.221009e-01
5530	6.058497e-02 5.536713e-01 8.632327e-02 9.578614e-02 3.140609e-01 1.582491e-01
5537	1.359113e-01 5.842321e-01 6.529010e-01 5.578756e-01 4.068264e-01 6.815821e-01
5538	9.541870e-02 6.863447e-01 6.841073e-01 2.358197e-01 2.661251e-01 4.493576e-01
5540	7.262681e-02 4.224864e-01 1.030197e+00 3.562156e-01 3.023443e-01 8.468308e-01
5541	3.280512e-02 5.078295e-01 4.468872e-01 4.812827e-01 1.905477e-01 4.119461e-01
5542	8.303413e-02 5.450932e-01 3.540528e-01 1.173445e+00 4.993570e-01 9.142875e-01
5544	7.530045e-02 5.479496e-01 4.114928e-01 1.839864e-01 4.679968e-01 3.711311e-01
5545	1.972155e-01 6.835205e-01 4.252420e-01 8.075718e-01 5.972899e-01 8.170170e-01
5546	7.586533e-02 5.027732e-01 7.584148e-02 2.573550e-02 1.810737e-01 3.375253e-01
5649	1.000000e-05 5.938913e-01 6.688014e-01 6.380799e-01 1.057094e-01 9.115388e-01
5650	2.239407e-02 4.563138e-01 6.395840e-01 1.209573e+00 3.893476e-01 1.011858e+00
5653	1.994512e-02 5.895319e-01 9.898977e-02 2.197311e-01 1.024108e-01 5.315978e-01
5654	4.710354e-02 4.288041e-01 1.015463e+00 8.756574e-01 4.768727e-01 7.564420e-01
5657	2.584167e-02 5.697367e-01 6.993080e-01 6.254009e-01 5.950474e-01 9.541048e-01
5658	2.619267e-02 3.790359e-01 5.117867e-02 1.774819e+00 2.407648e-01 1.002748e+00
5665	4.451488e-02 2.508192e-01 4.742626e-02 5.317739e-02 6.855846e-02 1.813899e-01
5669	1.165671e-01 5.062439e-01 1.753838e-01 1.772301e-01 1.234716e-01 4.119687e-01
5670	1.000000e-05 8.926237e-01 8.339243e-01 4.822948e-01 3.249686e-01 5.304395e-01
5673	4.188781e-02 8.250742e-01 9.670079e-02 3.387748e-01 3.017576e-01 4.851812e-01
5713	1.000000e-05 8.576952e-01 6.402607e-01 1.943226e-01 8.875194e-03 3.470408e-01
5718	1.839275e-02 4.877932e-01 6.228776e-01 9.982572e-01 1.627526e-02 6.779060e-01
5720	1.000000e-05 4.501053e-01 2.764107e-01 9.253827e-01 3.679447e-01 1.188602e+00
5721	1.105603e-01 9.204991e-02 4.815159e-01 9.641812e-01 5.455936e-02 1.263190e+00
5722	8.133983e-03 1.590381e-01 3.063279e-01 1.383696e+00 9.361964e-01 7.249949e-01
5734	1.253248e-03 6.587080e-01 1.532234e-01 1.431256e+00 2.481963e-01 5.986807e-01
5777	2.280070e-04 6.735291e-01 1.029727e+00 8.750384e-01 7.994272e-01 8.032998e-01
5778	6.733666e-02 6.130247e-01 1.238264e+00 1.229421e+00 1.968833e-01 6.148915e-01
5780	3.770622e-02 5.356028e-01 6.458450e-01 1.551843e+00 1.270684e+00 6.208278e-01
5781	2.885477e-02 8.655205e-01 5.840955e-01 1.186259e+00 4.410126e-01 5.699662e-01
5782	8.646800e-03 5.367351e-01 1.043015e+00 1.074349e+00 1.042128e+00 8.222818e-01
5784	6.202428e-02 4.088237e-01 1.248767e+00 9.636858e-01 8.812148e-01 6.924175e-01
5785	3.934824e-03 5.557748e-01 1.139009e+00 2.600123e-01 1.175703e+00 1.151322e+00
5786	6.195196e-03 1.287063e-01 5.933359e-01 1.763473e+00 5.468515e-01 3.715502e-01
